"SRR1039508","SRR1039509","SRR1039510","SRR1039511","SRR1039512","SRR1039513","SRR1039514","SRR1039515","SRR1039516","SRR1039517","SRR1039518","SRR1039519","SRR1039520","SRR1039521","SRR1039522","SRR1039523"
15,8.643,6.748,24,38.07,34.97,58.665,24.466,0,55.274,30.993,17,4.476,34.001,18.001,43.225
452.543,299.352,454.124,318.37,459.12,235.291,521.057,407.999,545.281,434.105,427.772,415.597,415.729,272.736,536.874,435.7
42.158,81,59.474,70,64.612,54,54.671,105,237,136.856,46.107,196,138.021,23.586,169,133.001
35.322,0,0,10.199,43.966,35.718,66.138,0,49.861,0,77.553,52.484,19.552,4.644,0,0
60.162,45.707,50.678,26.702,65,13,61.481,17.672,91,88.662,86.568,94,61.255,78,133.031,70.82
438.737,387.286,273.653,304.379,423.599,191.015,444.879,367.874,204.648,529.427,464.961,279.673,372.824,387.51,462.758,492.928
176.299,91.255,208.997,87.456,212.419,63.414,141.006,197.881,258.69,194.271,142.332,188.593,222.669,135.634,369.82,135.066
4.776,0,24.001,14.31,24,0,15,18,26,39,27,22.519,29,4.434,14.651,23
5932.43,4927.242,5253.376,4982.56,6109.568,3721.254,8819.28,5608.814,7122.883,9359.834,8388.359,5700.635,4025.163,3938.65,5072.318,5333.184
234.859,127.019,220.217,178.603,283.939,201.425,293.887,310.838,365.592,343.444,287.263,288.917,122.384,222.764,314.601,237.214
2122.276,2633.417,2298.069,3357.69,2335.875,2897.955,7549.508,2805.759,4393.711,7385.231,6003.522,4426.815,2300.855,4383.963,3595.72,4914.897
44,21,31,16,30,10,31,48,58,37.999,46,41.006,31,18,28,31.001
18.513,6.519,8.562,18.514,8.857,6.546,25.061,1.75,1.706,1.757,11.376,6.527,22.571,4.188,13.25,8.882
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,4,3,7,3,5,7,8,11.008,8.006,4,3.008,2,6,7
181.689,118,173.91,124.002,129.391,68.999,144,102.003,73.001,73.001,55.001,57.002,137,118.259,174.999,142.001
723.999,680.012,842.001,689.41,843.87,506.555,1068.184,653.917,770.977,1089.061,1049.121,686.292,615.542,644.384,800.685,911.324
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,2,0,4,0,0,0,1,0,0,0,0,0,0,1,0
20,10,0,0,50,9,36,41.067,33,46,53,26,46,23,108,21
489.995,578.583,476.999,604.655,765.681,443.195,985.757,529.713,782.241,1081.501,1049.116,597.494,536.045,744.836,724.916,1041.272
3318.463,3329.041,3182.599,3158.024,4150.642,2459.669,5342.174,3165.255,3713.56,4955.149,4390.693,2929.43,2921.784,3441.168,3936.752,4636.993
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,3,1,2,1,2,1,2,1,1,1,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.179,7,5.331,4,5,0,10.85,5.19,10.631,4.8,4.612,2.154,5.126,3.147,4,8.992
899.545,947.679,897.481,913.801,1124.178,609.834,1361.296,837.883,1077.711,1525.237,1409.091,834.233,679.39,902.741,995.64,1161.178
21.671,11.752,25.61,12.676,11.383,9.077,41.857,28.917,21.093,57.529,0,66.705,0,43.297,45.904,37.632
1425.088,716.02,1629.88,603.394,1723.556,386.495,1290.372,1715.666,1595.371,1334.406,1131.014,1183.143,1401.713,564.699,1622.692,898.778
1158.346,1207.906,1164.538,1332.556,1220.557,990.718,2466.673,1351.22,1357.08,1665.169,1625.982,1173.419,995.231,1282.214,1317.055,1415.215
0,0,0,1,1,0,0,2,0,1,1,1,0,0,1,0
152.005,125,163.008,138.066,76.409,44,123,92,392.786,356.801,300.003,299.044,98,100.001,172.001,129
239.834,306,262.044,327.561,214.304,128.905,381.439,215.659,221.639,283.408,236.713,192.705,310.447,335.837,455.865,517.305
579,436,649.185,452,668.293,241.323,882.102,648.044,828.041,741,584.399,554,551.585,520.822,734.21,681.01
344.008,260.006,363,257,486.672,219,514.583,382.415,488.632,469.507,441,310,349.411,271,431.465,344.627
1.686,0,27.418,0,1.906,44.121,49.554,57.471,0,0,59.477,0,52.795,0,34.792,7.258
31,45,9.906,37,53,33,63,34,53,318,217,89,26,37,52,27
0,0,0,0,0,0,46.412,28.393,10.207,0,0,9.954,10.135,0,9.937,0
80.054,45.013,72.352,50,47,11.226,50,25.611,49.24,43.881,87.001,31.877,56,33.457,83.001,55
19.54,29.487,59.115,16.843,40.618,29.333,64.241,25.373,53.346,71.927,44.487,15.848,53.082,42.195,48.224,64.011
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335.283,366.467,257.37,230.473,307.932,201.317,479.238,101.404,457.259,527.601,682.499,245.454,251.084,271.406,383.178,331.053
286.524,273.029,337.831,305.396,439.68,113.926,448.36,258.912,379.551,369.398,272.75,236.072,345.672,249.355,436.604,378.416
405.395,430.673,397,443.174,427.576,294.313,750.858,400.147,455.444,598.462,479.34,366.224,367.56,397,496.586,468.906
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,3,4,0,2,0,0,0,0,0,0,0,5,0
856,1045.55,690.22,1193.261,1200.308,1326.674,3042.77,1106.004,1275.18,2419.773,2100.867,1053.846,840.046,1614.921,1129.19,2110.478
17.817,32.173,16.374,38.104,18.308,8.521,52.899,6.494,16.025,35.368,31.728,24.397,19.337,38.694,20.205,43.517
1,1,3,1,0,3.003,16,0,2,2,5,2,3,3,4,8
1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,4,1,0,1,0,0,0,0,0,0,1,0,0
7,2,7,1,15,0,7,11,4,1,2,3,12,2,15,2
1,0,0,1,2,0,0,0,0,0,3.242,1,0,2,4,1.074
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1194.479,1128.39,1106.016,1194.823,1245.55,696.095,1526.514,848.238,1320.387,1764.877,1638.824,998.46,938.29,993.259,1091.147,1318.156
27,25.005,14,9,40,16,46,25,75,189,144.158,77,25,7.222,28.59,24
2324.631,3142.208,2426.914,2615.046,2422.202,1652.593,4436.568,2388.974,2605.957,3650.95,2925.03,2224.959,1853.289,2508.931,2555.474,2969.1
1084.52,739.907,947.171,1234.812,1156.644,420.653,2139.135,691.85,1444.656,605.625,914.788,1246.622,862.65,1122.625,1516.82,958.474
773.008,644,723.7,696.015,845.821,480.501,1245.999,766.489,770.812,902.709,819.103,723.335,661.141,604.079,832.607,859.945
292.002,220.853,298.04,211.987,415.845,128.909,458.253,362.831,431.749,454.811,379.018,387.81,376.002,320.064,383.622,356.091
0,0,2,1,1,0,0,0,0,3,0,0,0,0,1,0
0,0,0,0,1.209,0,0,0,3.783,2.6,6.778,4.417,0,1.157,1.183,3
195,210.026,217,263,268,179.075,465.176,231.402,228.56,388.561,336.807,180.23,164.25,246.153,266.018,313.8
842.413,580.413,1061.157,646.864,362.964,281.071,1218.981,773.111,218.211,897.591,916.319,721.72,876.94,309.532,1081.753,1069.67
1256.021,863.953,1102.285,1095.084,1337.832,695.709,1731.108,1160.055,1401.522,1604.558,1425.585,1274,1010.953,952.882,1476.276,1477.162
350.976,435.079,262.726,386.896,358.947,326.681,542.413,250.449,283.62,509.129,479.155,227.396,376.198,342.674,395.81,520.321
318.652,253.728,500.015,340.651,341.059,224.862,538.368,818.638,767.514,405.996,757.012,326.458,465.134,117.682,466.897,162.55
81.18,0,0,0,82.724,0,46,0,10.451,0,0,0,0,0,0,0
304,87.131,309,139.133,39.406,37.228,370.001,0,350.064,459.043,387,156.845,260,195.016,315.081,233
2141.814,1805.492,1966.604,1639.505,3060.354,1688.983,2388.819,2489.557,2267.613,3895.966,3329.001,1973.689,1861.158,2203.64,2526.513,2677.468
75.972,33.684,69.422,30.792,70.374,36.516,59.706,38.79,1,1.246,0,0,62.511,49.753,31.357,79.523
0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533.194,462.026,581.402,521.461,497.686,400.454,1031.352,586.631,576.001,652.015,717.034,586.962,448.4,520.426,614.527,690.346
874.355,556.035,1059.336,1015.141,914.18,467.384,899.023,739.603,949.58,1082.55,721.926,879.071,797.974,641.572,1422.317,993.14
183.529,142.941,214.506,208.554,313.121,211.993,413.33,278.823,250.833,344.312,306.748,198.084,210.377,201.918,371.523,352.733
0,0,43,0,25.377,11.994,34.847,23.747,25,0,0,24,32.289,0,0,15.27
34.567,69.788,76.654,2.344,27.122,50.296,51.223,20.122,32.213,32.213,35.614,0,21.148,16.401,17.444,71.246
226.77,219.623,200.385,220.007,202,115,274.301,168.05,209,261.075,246,153,120,157.006,225.908,240.361
147.656,135.7,133.405,161,154.38,128.345,229,112,149.072,218,205,104.991,131.06,169,157.564,221
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4
584.675,526.751,498,514.493,473.197,214.005,541.433,361.002,381.953,688.162,551.244,382.37,459.7,433.574,640.569,551.333
94.081,78.999,81.812,110.293,226.025,120.184,176.266,185.28,195.894,223.007,146.658,116.091,147.557,106.615,173.439,182.956
0,2,0,1,4,1,3,1,14,5,7,1,0,5,3,8
0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0
451,354,539,359.833,748.007,329,988.996,645.18,865.977,755.986,673.041,693.503,651.039,592,851.035,690.1
591.024,502,531,474,553,260.018,690.319,517.805,529,491,447,417.86,421.64,480,737.802,670.106
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
31.704,16.965,25.229,13,0,5,23.684,16.06,17.697,10.276,12.245,11.748,35,17,6.107,26
473.001,329.001,483.346,376.999,604.278,285.062,656.722,501.007,543.001,513.134,489,454.012,394.156,300.005,528.002,425.722
6.521,0,9,0,0,0,1.348,4.128,8,2.361,16,5.777,0,7.339,5,4.303
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723.672,645.488,681.675,755.33,613.616,498.322,1254.293,647.002,417.027,682.063,589.933,394.119,760.757,819.917,719.155,1033.619
324.743,306.241,264.991,375.693,431.838,204.419,506.192,424.514,437.897,577.098,367.82,365.955,399.912,377.875,645.94,418.296
44.216,34,42,33.076,35,18,40,30.008,23,23,18,21,20.001,27,54,39
604.985,498.341,717.946,551.784,815.196,531.834,968.938,917.674,887.075,1053.559,837.279,734.266,657.048,600.021,1040.337,1019.706
1167.686,790.623,1063.813,856.163,1138.065,548.587,1367.165,880.777,1293.069,1508.187,1367.369,1122.677,686.979,792.084,1061.795,1000.003
588.484,629.879,600.536,597.806,617.126,685.035,1133.59,761.383,579.861,638.884,735.908,435.03,578.758,604.96,787.307,873.593
4,8,6,9,5,6,19,2,4,7,7,5,4,8,7,15
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1762.962,1430.932,1650.013,1739.446,2526.407,1171.663,2969.631,1771.692,2612.708,2916.678,2460.006,1938.355,1610.288,1824.629,2004.965,2325.615
163.732,324.966,152.153,188.973,363.28,365.415,878.657,323.957,272.175,791.787,761.867,266.698,220.294,588.695,306.967,523.669
0,1,0,0,10,0,1,1,0,0,0,1,0,1,2.904,0
0,2.024,0,1.005,0,2.033,0,0,1.004,1.006,3.023,2.016,2.02,0,0,0
5,2,5,0,0,0,0,0,1,2,1,1,0,1,2,1
755.794,832.528,759.528,919.269,907.975,636.377,1600.958,807.752,1013.902,1213.242,1083.198,917.484,611.883,761.189,975.596,952.944
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,2
0,4.203,0,0,0,0,0,0,0,0,9.16,0,0,0,0,0
0,0,0,1,2,0,1,1,0,1,2,3,0,2,1,1
687,722.001,699.086,815,743.511,524,1197.734,660.354,823.229,1015.057,844.436,669.297,613.756,751.854,834.734,946.86
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488.395,425.033,352.307,568.216,377.314,281.736,885.321,422.731,447.799,422.037,348.452,420.115,484.12,463.043,394.345,642.464
0,2,1,1,1,1,0,0,2,0,1,0,0,0,1,0
0,0,2,3,4,4,4,3,1,0,0,2,5,1,5,1
9,2,7,7,15,4,17,16,2,2,5,1,5,4,8,8
145.001,28.915,116,29.911,128,83,242.148,118,117.001,170.001,148,128,102.031,123.019,138,168.607
0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
160.774,580.292,198.478,172.164,534.764,44.012,466.221,204.05,118.9,227.136,641.721,455.363,176.023,164.189,167.288,168.179
1,1,1,1,0,0,3,3,8,2,0,3.788,0,0,1.334,0
380.001,417.914,409.415,521,630.956,343,1152.91,665.453,509.441,611.251,536.087,744.013,518.414,508.816,668.621,605.092
0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
1303.285,1248.077,1550.236,1203.161,1666.307,812.741,1960.029,1405.736,1570.345,1958.024,1668.161,1096.432,1297.522,1470.09,1981.009,1776.233
11.001,8,13,7,13.001,7,15,10,6,7,12,10,5,6,3,9
1056.909,686.482,1100.993,804.004,1428.159,742.372,1977.699,1464.981,1338.947,1472.665,1256.785,1080.596,1183.31,1194.859,1517.856,1688.553
596.859,537.442,636.71,438.868,500.025,318.137,723.443,472.091,571.001,610.107,561.316,487.027,589.587,637.672,782.411,755.929
90.084,51.678,78.302,27.458,109.055,70.31,139.932,142.07,146.588,135.678,118.768,125.703,43.372,78,67.821,80.57
416.625,318.755,302.382,139.083,374.85,225.602,506.127,279.713,255.653,480.487,334.353,193.755,231.681,342.817,318.317,450.545
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54.13,41,62,39.001,111,57,139.868,97.869,113.001,156.833,142.152,117.027,95.33,123.999,138.001,112.004
25.93,28.99,24.644,24.685,33,13,45.589,25,13.438,39.591,34,0,25,20.97,0,13.23
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,0,50.701,2,133,11,14.127,172.165,22.361,12,5,6.76,173.001,4,148.923,6
1,3,0,2,7,5,8,4,3,4,4,3,5,8,6,9.999
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12,2,0,2,0,6,0,1.72,0,5,0,0,7,0,0,4
249.26,306.69,214.246,246.495,305.283,237.007,545.04,284.671,371,494.219,433.987,298.903,286.83,325.001,340.554,430.05
500.076,434.209,528,480.114,491.475,359.666,726.609,395.806,601.472,872,731.742,524.367,457.483,522.213,547.611,579.968
0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1
117.868,95.951,92.55,186.856,109.738,38.448,184.549,142.385,146.821,184.495,184.424,121.528,160.947,78.959,146.343,95.519
2,6,1,1,1,0,0,1,0,1,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,21.242,0,6.116,0,7.184,0,6.645
0,0,0,0,0,92,52.291,0,0,0,0,0,0,0,0,0
35,10,31,27,42,15,19,32.001,39,38,40,17,39,24,34,33
48.21,31.999,41.535,26,34.567,0,60,54.475,88.395,42.113,41.085,6.472,70.336,53.395,90.254,127.283
1407.769,934.229,1352.374,947.306,1797.162,747.498,1850.352,1518.412,1515.239,1403.375,1263.929,1306.831,1470.762,897.639,1945.515,1419.365
464.579,530.668,448.251,422.921,287.591,125.488,356.897,305.895,247.771,1029.819,689.249,295.247,220.601,205.99,323.34,257.331
330.224,116.09,408.44,166.001,855.484,249,803.123,851.282,376.875,242.555,241.166,304.734,458.276,241.154,665.593,334.203
95.097,83.781,48.203,84.768,134.648,94.453,238.426,162.101,162.765,227.368,214.618,112.679,128.969,180.129,162.084,227.179
17,28,5.957,17,39,14,15.123,22,74,248.03,186,59,0,13,7.699,15.343
1031.802,1207.957,1204.13,1472.609,1214,1056.055,4201.856,1693.843,1391.409,1385.88,1288.578,1679.936,929.21,1818.319,2032.12,1833.37
2,4,0,4,3,0,0,0,0,0,0,0,3,3,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
922.79,922.718,680.435,1025.828,1721.368,1540.964,2718.051,1576.495,1410.672,2419.876,1978.457,1474.791,1138.195,1674.05,1572.716,1956.554
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,0,0,0,0,6,0,6,7,0,13,0,0,10,12,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.854,2.686,10.321,6.208,0,5.146,6.918,13.952,13.669,2.3,13.444,6.09,2.841,15.495,19.277,13.964
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
226.745,110,248.535,138.259,137.181,93,193.084,156.695,190.203,132.505,93.243,164.487,193.807,124.409,294.576,166
94.475,10.925,55.462,11.591,24.826,35.706,39.341,49.445,40.471,125.509,62.355,48.28,28.288,33.714,78.035,17.048
134.77,382,102.477,358.076,147.037,195,602.219,183,196,268,211.009,165,129.18,467.004,255,423
30.292,8.61,0,6.304,22.954,0,21.971,36.759,0,1.205,17.544,26.092,2,26.6,15.815,16.091
249.378,328.405,230,310.688,936.881,626.362,1510.801,734.388,257.156,747.569,608.992,225.794,543.746,933.692,678.619,941.075
239.465,123.249,344.768,151.429,225.122,137.987,335.241,237.218,325.967,333.003,265.63,243.072,327.344,225.907,480.499,361.386
92.79,92.976,61.753,58.377,52.522,9.877,55.425,60.711,83.711,99.735,62.167,65.357,29.398,0,40.266,23
137,64.886,144,48.318,138.024,87.138,187.016,172.44,78.366,70.531,98.253,71.44,196.126,120.738,150.186,229.016
4248.014,4981.035,3313.495,5099.551,5788.484,3680.094,8957.7,4676.424,5688.886,9126.081,7631.315,4449.73,3988.725,6398.664,5555.415,8407.45
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.379,17.299,47.134,23.306,94.803,19.059,31.585,76.796,51.308,8.747,5.693,23.96,46.07,14.534,72.978,45.255
675.06,442.005,813.153,447.43,968.407,385.248,745.164,865.456,762.908,717.345,628.995,575.628,789.676,449.974,990.613,657.909
3.594,2.716,90.485,21.665,105.919,104.584,9.96,24.204,71.762,219.389,208.67,142.436,8.799,127.734,20.319,96.324
5,0,0,0,2,3,4,0,0,1,3,5,0,4,7,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0,0,1,0,0,0,0,1,0,2,0,2,0,0,0,0
21.611,37.998,43.606,25.772,55.933,9.655,53.533,12.07,48.348,131,33.93,22.601,29.235,69.713,52.519,210.873
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
475.041,359,418.004,378.364,353.131,170,418.332,326.406,457.179,594.002,605.274,460.001,384.796,290,553.731,442.323
90.066,143.335,90.588,170.523,33.361,43.733,81.82,12.141,103.278,165.388,147.238,101.685,10.42,38.018,40.248,44.159
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
358,132.185,426.954,162.085,301.964,88,229.034,361.003,412.928,139.652,101.265,289.015,202.484,99.203,312.15,150.006
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
5,28,0,3.644,1,0,0,0,4.85,10,0,10,0,3,0,0
0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,24.896,0,24,3.282,22.358,0,37.227,21,15.496,0,20.494,0.634,0,0
68.053,71,12.496,10.535,46.741,3.262,47.516,8.956,78.963,0,89.482,91,28.021,0,16.092,55.267
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,6,2,8,3,6,13,6,13,10,8,6,7,16,4
421.386,469.195,735.58,516.942,267.257,290.804,921.469,682.796,924.988,400.821,482.716,620.136,497.377,261.744,707.962,686.194
25.11,15.287,15.635,32.387,6.507,23.697,4.232,21.609,12.899,27.772,10.148,0,1.557,13.612,0,28.644
155.246,166.75,216.268,161.012,192.783,115.04,373.024,131.337,176.94,225.777,213.553,111.711,174.682,205.706,142.369,293.402
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
58,162,78,150,8,20,63,18,0,37,39,17,6,14,10,15
0,2,1,0,7,3,3,3,0,0,0,2,0,1,2,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1067.243,1265.093,997.643,1245.511,1135.704,659.162,1544.667,895.503,1060.727,1571.244,1543.835,992.102,803.603,1062.816,1162.836,1423.718
70.796,53.252,54.705,65.09,62.977,0,67.029,58.175,81,144.114,118.655,65.151,49.225,47.049,11.36,87.716
512.23,367.964,377.923,338.577,382.88,223.566,486.009,388.472,343.797,523.642,430.527,421.462,459.064,298.265,449.98,478.672
0,0,70.314,0,0,0,0,0,0,0,0,0,0,0,0,0
143,2.451,105.659,138,123.653,88,144.584,140,218,217.825,210.295,179.6,0,123,173.043,196
98,106,114,82.003,99,69,169.228,99,132,154.001,133.999,84.001,85,106,115,139.057
92.31,116.721,151.706,74.902,140.844,75.08,215.946,134.17,227.169,190.646,6.665,140.703,0,48.257,156.055,3.632
164.244,163.528,177.942,197.391,222.228,152.459,402.123,242.996,170.603,185.114,218.972,164.952,151.84,202.07,205.719,203.543
92.601,46.299,75.792,103.51,50.199,55.583,162.348,92.302,142.237,121.817,152.906,149.383,81.92,116.359,152.343,128.964
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54.686,66.084,43.704,72.31,86.763,46.159,108.475,59.669,52.567,52.463,49.08,34.596,62.098,73.98,79.099,103.88
0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
290.553,300.206,256.767,299.411,371.304,236.192,523.834,297,507,438.007,486.779,352.517,323.851,290.987,454.707,416.688
8,13,18,14,24,5,25,25,17,18,16,11,18,16,15,19
212.348,165.301,202.578,122.804,85.302,146.76,332.2,179.15,191.479,129.633,132.72,173.194,127.071,160.034,203.663,164.91
1407.666,1258.209,1435.186,1261.807,1778.285,931.571,2406.551,1304.913,1835.403,2076.91,2054.998,1322.987,1130.746,1101.414,1277.259,1838.487
503.972,307.994,262.564,480.057,226.672,431.311,928.48,381.925,563.991,577.008,629.01,517.48,353.629,386.892,427.281,605.788
319.258,393.672,309.308,335.157,347.358,246.532,600.303,301,330.972,557.348,522.965,405.335,243.115,394.439,368.252,374.447
224.221,248.016,253.804,242.599,275.454,92.234,390.477,168.541,173.098,311.159,297.037,222.311,212.254,221.732,312.603,327.78
370.999,436.999,395.412,464.102,449.681,276.244,809.022,402.29,330,434.765,417.1,231,570.59,703.519,773.295,1009.03
356.399,344.037,332.136,352.872,346.476,229.143,486.454,310.453,511.953,358.479,364.733,310.674,230.738,304.792,413.434,371.43
558.001,340.104,481.002,372,461.159,209,509.185,414.001,572.003,325.545,370,642.123,533.001,380.001,807.011,552.068
4746.03,4901.522,4355.226,4558.195,4203.561,3253.523,6331.119,3938.09,4510.587,6256.655,5907.611,4440.805,3398.174,4397.065,4641.001,4987.321
280.443,198.256,224.281,185.792,226.52,160.04,453.305,269.869,369.166,351.583,362.748,309.561,211.436,236.313,269.11,257.907
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
58.404,66.498,56.584,27.104,143.646,93.746,243.266,76.085,44.969,151.767,123.738,67.554,101.845,67.897,58.633,41.939
16.697,23.343,10.322,18.557,16.087,14.064,44.93,16.774,19.407,35.883,47.148,7.406,12.555,24.765,23.984,26.494
0,28,0,32.29,5.741,0,0,6.609,0,28,30,0,19,0,0,38.902
59.231,65.352,108.581,49.229,112.341,31.724,71.648,83.908,34.285,33.289,61.662,27.716,56.974,102.762,87.832,146.897
964.803,1017.428,1240.08,1088.612,853.457,541.54,2008.285,1260.4,1024.931,1310.938,1232.328,1024.025,891.633,862.928,1061.433,1188.569
686,572.999,658,587.005,838,337.171,914.054,701.147,779.156,846.16,734,605,547.001,459.258,756.407,715.001
0,0,0,0,0,0,8.129,2.97,0,0,0,0,0,0,0,0
909.643,819.011,899.723,828.975,946.16,519.534,1120.534,747.632,1059.665,1356.776,1391.867,952.23,499.078,721.557,837.993,956.695
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52.336,54.756,51.668,63.691,54.605,51.263,118.72,66.297,21.912,49.707,26.659,29.97,48.14,90.868,64.666,133.339
87.054,82.774,78.746,82.246,97.502,65.339,134.03,72.454,17.711,84.603,87.293,117.802,72.129,45.954,99.812,113.561
5.04,0,5,2,3,0,1,3,1,4,3,2,5,2,8,4
27.1,77.736,0,0,99.07,0,0,27.582,50.936,62.473,0,46.192,0,0,154.503,0
504.564,689.847,519.087,795.567,479.559,363.121,792,425.013,603,976.01,851.126,497,449,638.462,603.95,772.729
400.775,458.805,448.055,458.25,508.54,306.361,856.455,418.536,534.313,693.558,620.543,440.571,388.361,438.265,481.004,531.661
83,64,83.028,70,121.001,63,136,82.999,75,80.843,93,61,107.999,98,120.001,115.374
1337.297,1419.805,1464.495,1611.129,1358.444,1143,2800.532,1450.034,1303.53,1636.187,1496.207,1360.201,1086.736,1257.204,1635.35,1718.087
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1561.845,1311.591,1422.069,1149.968,1625.355,893.896,1979.779,1330.546,1589.671,1761.725,1699.381,1355.399,1143.693,1200.915,1469.308,1366.82
104.484,96.732,71.951,130.092,102.447,69.146,228.437,65.428,124.212,139.263,117.627,102.539,93.935,73.914,99.094,103.753
0,0,0,0,0,0,0,0,0,0,0,1.024,0,1.019,0,0
0,1.361,2.98,3,5.534,7,5.133,1.154,1.452,0,2.895,1.254,1.551,1.378,3.114,4.14
9042.048,8272.437,9237.703,7172.129,8136.152,3449.445,8416.018,5715.887,8724.99,10282.532,10296.169,7722.582,5531.539,4960.531,7395.214,6221.26
14.366,5.052,9.955,7.199,20.078,8.434,16.099,8.041,19.334,31.887,25.208,16.167,23.717,23.885,30.212,15.662
33.536,47.273,43.978,47.478,47.679,25.41,42.963,38.514,36.747,42.499,53.097,32.175,16.128,41.699,56.804,44.252
151.867,181.296,203.897,189.845,261.424,0,344.551,225.917,249.924,233.374,173.343,252.234,152.298,135.23,308.228,262.484
623,672.006,722,684.417,584.622,485,1195.188,548.325,677,1097.192,917.025,666.03,617.416,756.061,780.872,872
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,3,1,1,4,0,4,0,2,2,3,3,2,1,0,3
153.777,178.71,123.968,165.921,69.241,56.706,199.419,96.421,110.935,374.019,322.202,143.354,119.805,223.854,178.167,414.79
9,7,0,0,0,0,0,0,6,0,7,0,0,0,1.935,0
1,1.274,0,10,2,0,3,0,0,0,3.978,0,5,10.225,4.4,4.311
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
